"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Palaemonias alabamae","Alabama cave shrimp","Wherever found","4","Endangered","Crustaceans"
"Quadrula fragosa","Winged Mapleleaf","Wherever found, except where listed as an experimental population","3","Endangered","Clams"
"Orconectes shoupi","Nashville crayfish","Wherever found","4","Endangered","Crustaceans"
"Ursus arctos horribilis","Grizzly bear","Bitterroot Grizzly Bear Nonessential Experimental Population Area","6","Experimental Population, Non-Essential","Mammals"
"Speoplatyrhinus poulsoni","Alabama cavefish","Wherever found","4","Endangered","Fishes"
"Enhydra lutris nereis","Southern sea otter","Wherever found","8","Threatened","Mammals"
"Brychius hungerfordi","Hungerford's crawling water Beetle","Wherever found","3","Endangered","Insects"
"Rhaphiomidas terminatus abdominalis","Delhi Sands flower-loving fly","Wherever found","8","Endangered","Insects"
"Pseudocopaeodes eunus obscurus","Carson wandering skipper","Wherever found","8","Endangered","Insects"
"Notropis topeka (=tristis)","Topeka shiner","Wherever found, except where listed as an experimental population","6","Endangered","Fishes"
"Leptodea leptodon","Scaleshell mussel","Wherever found","3","Endangered","Clams"
"Sylvilagus palustris hefneri","Lower Keys marsh rabbit","Wherever found","4","Endangered","Mammals"
"Rhadine exilis","[no common name] Beetle","Wherever found","2","Endangered","Insects"
"Hylaeus kuakea","Hawaiian yellow-faced bee","Wherever found","1","Endangered","Insects"
"Gymnogyps californianus","California condor","Pacific Northwest NEP","8","Experimental Population, Non-Essential","Birds"
"Habroscelimorpha dorsalis dorsalis","Northeastern beach tiger beetle","Wherever found","5","Threatened","Insects"
"Glaucopsyche lygdamus palosverdesensis","Palos Verdes blue butterfly","Wherever found","8","Endangered","Insects"
"Uma inornata","Coachella Valley fringe-toed lizard","Wherever found","8","Threatened","Reptiles"
"Noturus crypticus","Chucky Madtom","Wherever found","4","Endangered","Fishes"
"Rana pretiosa","Oregon spotted frog","Wherever found","1","Threatened","Amphibians"
"Partulina variabilis","Lanai tree snail","Wherever found","1","Endangered","Snails"
"Faxonius peruncus","Big Creek Crayfish","","3","Threatened","Crustaceans"
"Palaemonias ganteri","Kentucky cave shrimp","Wherever found","4","Endangered","Crustaceans"
"Etheostoma boschungi","Slackwater darter","Wherever found","4","Threatened","Fishes"
"Cicindela ohlone","Ohlone tiger beetle","Wherever found","8","Endangered","Insects"
"Etheostoma percnurum","Duskytail darter","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.84(q)(1)(ii))","4","Experimental Population, Non-Essential","Fishes"
"Gymnogyps californianus","California condor","Wherever found, except where listed as an experimental population","8","Endangered","Birds"
"Theliderma sparsa","Appalachian monkeyface (pearlymussel)","USA (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Cryptobranchus alleganiensis alleganiensis","Eastern Hellbender","Missouri DPS","3","Endangered","Amphibians"
"Crenichthys baileyi grandis","Hiko White River springfish","Wherever found","8","Endangered","Fishes"
"Euphydryas anicia cloudcrofti","Sacramento Mountains checkerspot Butterfly","Wherever found","2","Endangered","Insects"
"Gambusia gaigei","Big Bend gambusia","Wherever found","2","Endangered","Fishes"
"Polysticta stelleri","Steller's Eider","AK breeding pop.","7","Threatened","Birds"
"Erimonax monachus","Spotfin Chub","U.S.A. (TN-specified portions of the French Broad and Holston Rivers; see 17.84(m)(1)(iii))","4","Experimental Population, Non-Essential","Fishes"
"Cynomys parvidens","Utah prairie dog","Wherever found","6","Threatened","Mammals"
"Chelonia mydas","Green sea turtle","Central West Pacific DPS","1","Endangered","Reptiles"
"Pleurobema furvum","Dark pigtoe","Wherever found","4","Endangered","Clams"
"Corynorhinus (=Plecotus) townsendii ingens","Ozark big-eared bat","Wherever found","2","Endangered","Mammals"
"Cyprinodon elegans","Comanche Springs pupfish","Wherever found","2","Endangered","Fishes"
"Eua zebrina","Snail [no common name]","Wherever found","1","Endangered","Snails"
"Ptychocheilus lucius","Colorado pikeminnow","Salt and Verde R. drainages, AZ","6","Experimental Population, Non-Essential","Fishes"
"Leopardus (=Felis) pardalis","Ocelot","wherever found","2","Endangered","Mammals"
"Elliptoideus sloatianus","Purple bankclimber (mussel)","Wherever found","4","Threatened","Clams"
"Chrosomus saylori","Laurel dace","Wherever found","4","Endangered","Fishes"
"Kinosternon sonoriense longifemorale","Sonoyta mud turtle","Wherever found","2","Endangered","Reptiles"
"Graptemys ernsti","Escambia Map turtle","Wherever found","4","Similarity of Appearance (Threatened)","Reptiles"
"Lycaeides argyrognomon lotis","Lotis blue butterfly","Wherever found","8","Endangered","Insects"
"Theliderma intermedia","Cumberland monkeyface (pearlymussel)","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Pyrgulopsis neomexicana","Socorro springsnail","Wherever found","2","Endangered","Snails"
"Antrostomus noctitherus","Puerto Rican nightjar","Wherever found","4","Endangered","Birds"
"Patagioenas inornata wetmorei","Puerto Rican plain Pigeon","Wherever found","4","Endangered","Birds"
"Epioblasma brevidens","Cumberlandian combshell","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Assiminea pecos","Pecos assiminea snail","Wherever found","2","Endangered","Snails"
"Cyprinodon diabolis","Devils Hole pupfish","Wherever found","8","Endangered","Fishes"
"Plethobasus cooperianus","Orangefoot pimpleback (pearlymussel)","Wherever found","4","Endangered","Clams"
"Ambystoma mavortium stebbinsi","Sonoran tiger salamander","Wherever found","2","Endangered","Amphibians"
"Graptemys oculifera","Ringed map turtle","Wherever found","4","Threatened","Reptiles"
"Cyprogenia aberti","Western fanshell","Wherever found","3","Threatened","Clams"
"Parvaspina steinstansana","Tar River spinymussel","Wherever found","4","Endangered","Clams"
"Lepidochelys olivacea","Olive ridley sea turtle","Wherever found, except when listed as endangered under 50 CFR 224.101","1","Threatened","Reptiles"
"Pterodroma cahow","Bermuda petrel","Wherever found","4","Endangered","Birds"
"Procambarus econfinae","Panama City crayfish","Wherever found","4","Threatened","Crustaceans"
"Caretta caretta","Loggerhead sea turtle","North Pacific Ocean DPS","1","Endangered","Reptiles"
"Panthera onca","Jaguar","Wherever found","2","Endangered","Mammals"
"Epioblasma penita","Southern combshell","Wherever found","4","Endangered","Clams"
"Thermosphaeroma thermophilus","Socorro isopod","Wherever found","2","Endangered","Crustaceans"
"Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","Wherever found","8","Threatened","Fishes"
"Percina antesella","Amber darter","Wherever found","4","Endangered","Fishes"
"Peromyscus polionotus trissyllepsis","Perdido Key beach mouse","Wherever found","4","Endangered","Mammals"
"Rana draytonii","California red-legged frog","Wherever found","8","Threatened","Amphibians"
"Cumberlandia monodonta","Spectaclecase (mussel)","Wherever found","3","Endangered","Clams"
"Cicurina vespera","Government Canyon Bat Cave meshweaver","Wherever found","2","Endangered","Arachnids"
"Eurycea tonkawae","Jollyville Plateau Salamander","Wherever found","2","Threatened","Amphibians"
"Antrobia culveri","Tumbling Creek cavesnail","Wherever found","3","Endangered","Snails"
"Elaphrus viridis","Delta green ground beetle","Wherever found","8","Threatened","Insects"
"Percina aurora","Pearl darter","Wherever found","4","Threatened","Fishes"
"Drosophila aglaia","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Lioplax cyclostomaformis","Cylindrical lioplax (snail)","Wherever found","4","Endangered","Snails"
"Oncorhynchus clarkii seleniris","Paiute cutthroat trout","Wherever found","8","Threatened","Fishes"
"Percina williamsi","Sickle darter","Wherever found","4","Threatened","Fishes"
"Graptemys flavimaculata","Yellow-blotched map turtle","Wherever found","4","Threatened","Reptiles"
"Etheostoma phytophilum","Rush Darter","Wherever found","4","Endangered","Fishes"
"Pseudotryonia adamantina","Diamond Tryonia","Wherever found","2","Endangered","Snails"
"Gila ditaenia","Sonora chub","Wherever found","2","Threatened","Fishes"
"Hydrobates castro","Band-rumped Storm-petrel","USA (HI)","1","Endangered","Birds"
"Trimerotropis infantilis","Zayante band-winged grasshopper","Wherever found","8","Endangered","Insects"
"Rana muscosa","Mountain yellow-legged frog","Southern California DPS","8","Endangered","Amphibians"
"Gallinula galeata sandvicensis","Hawaiian common gallinule","Wherever found","1","Endangered","Birds"
"Oreomystis bairdi","Akikiki","Wherever found","1","Endangered","Birds"
"Vulpes macrotis mutica","San Joaquin kit fox","wherever found","8","Endangered","Mammals"
"Amazona vittata","Puerto Rican parrot","Wherever found","4","Endangered","Birds"
"Vulpes vulpes necator","Sierra Nevada red fox","","8","Endangered","Mammals"
"Hybognathus amarus","Rio Grande Silvery Minnow","Wherever found, except where listed as an experimental population","2","Endangered","Fishes"
"Margaritifera marrianae","Alabama pearlshell","Wherever found","4","Endangered","Clams"
"Epioblasma rangiana","Northern riffleshell","Wherever found","5","Endangered","Clams"
"Lednia tumana","Meltwater lednian stonefly","Wherever found","6","Threatened","Insects"
"Percina jenkinsi","Conasauga logperch","Wherever found","4","Endangered","Fishes"
"Noturus baileyi","Smoky madtom","Wherever found","4","Endangered","Fishes"
"Chilabothrus inornatus","Puerto Rican boa","Wherever found","4","Endangered","Reptiles"
"Ptychobranchus greenii","Triangular Kidneyshell","Wherever found","4","Endangered","Clams"
"Aerodramus bartschi","Mariana swiftlet","Wherever found","1","Endangered","Birds"
"Chelonia mydas","Green sea turtle","East Pacific DPS","8","Threatened","Reptiles"
"Polygyriscus virginianus","Virginia fringed mountain snail","Wherever found","5","Endangered","Snails"
"Canis lupus baileyi","Mexican wolf","Wherever found, except where listed as an experimental population","2","Endangered","Mammals"
"Theliderma sparsa","Appalachian monkeyface (pearlymussel)","Wherever found","5","Endangered","Clams"
"Lemiox rimosus","Birdwing pearlymussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Procaris hawaiana","Anchialine pool Shrimp","Wherever found","1","Endangered","Crustaceans"
"Peromyscus polionotus niveiventris","Southeastern beach mouse","wherever found","4","Threatened","Mammals"
"Grus americana","Whooping crane","Louisiana Nonmigratory NEP - U.S.A (LA)","2","Experimental Population, Non-Essential","Birds"
"Drosophila sharpi","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Rana boylii","Foothill yellow-legged frog","South Coast Distinct Population Segment (South Coast DPS)","8","Endangered","Amphibians"
"Dryobates borealis","Red-cockaded woodpecker","Wherever found","4","Threatened","Birds"
"Etheostoma percnurum","Duskytail darter","Tellico River, TN","4","Experimental Population, Non-Essential","Fishes"
"Megalagrion oceanicum","Oceanic Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Anas wyvilliana","Hawaiian duck","Wherever found","1","Endangered","Birds"
"Thamnophis gigas","Giant garter snake","Wherever found","8","Threatened","Reptiles"
"Crenichthys baileyi baileyi","White River springfish","Wherever found","8","Endangered","Fishes"
"Fusconaia masoni","Atlantic pigtoe","Wherever found","4","Threatened","Clams"
"Pegias fabula","Littlewing pearlymussel","Wherever found","4","Endangered","Clams"
"Noturus stanauli","Pygmy madtom","Wherever found","4","Endangered","Fishes"
"Mustela nigripes","Black-footed ferret","Wherever found, except where listed as an experimental population","6","Endangered","Mammals"
"Fusconaia cuneolus","Finerayed pigtoe","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Corvus leucognaphalus","White-necked crow","Wherever found","4","Endangered","Birds"
"Buteo platypterus brunnescens","Puerto Rican broad-winged hawk","Wherever found","4","Endangered","Birds"
"Hemistena lata","Cracking pearlymussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Lirceus usdagalun","Lee County cave isopod","Wherever found","5","Endangered","Crustaceans"
"Branchinecta lynchi","Vernal pool fairy shrimp","Wherever found","8","Threatened","Crustaceans"
"Drosophila neoclavisetae","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Plagopterus argentissimus","Woundfin","Gila R. drainage, AZ, NM","6","Experimental Population, Non-Essential","Fishes"
"Speyeria zerene hippolyta","Oregon silverspot butterfly","Wherever found","1","Threatened","Insects"
"Colinus virginianus ridgwayi","Masked bobwhite (quail)","Wherever found","2","Endangered","Birds"
"Reithrodontomys raviventris","salt marsh harvest mouse","wherever found","8","Endangered","Mammals"
"Lampsilis bracteata","Texas fatmucket","Wherever found","2","Endangered","Clams"
"Trichechus manatus","West Indian Manatee","Wherever found","4","Threatened","Mammals"
"Ovis canadensis sierrae","Sierra Nevada bighorn sheep","Sierra Nevada","8","Endangered","Mammals"
"Plagopterus argentissimus","Woundfin","Wherever found, except where listed as an experimental population","6","Endangered","Fishes"
"Gallirallus owstoni","Guam rail","Wherever found, except where listed as an experimental population","1","Endangered","Birds"
"Cyprinodon nevadensis pectoralis","Warm Springs pupfish","Wherever found","8","Endangered","Fishes"
"Loxioides bailleui","Palila (honeycreeper)","Wherever found","1","Endangered","Birds"
"Eleutherodactylus jasperi","Golden coqui","Wherever found","4","Threatened","Amphibians"
"Zapada glacier","Western glacier stonefly","Wherever found","6","Threatened","Insects"
"Sylvilagus bachmani riparius","riparian brush rabbit","Wherever found","8","Endangered","Mammals"
"Crenichthys nevadae","Railroad Valley springfish","Wherever found","8","Threatened","Fishes"
"Necturus alabamensis","Black warrior (=Sipsey Fork) Waterdog","Wherever found","4","Endangered","Amphibians"
"Rana sevosa","dusky gopher frog","Wherever found","4","Endangered","Amphibians"
"Faxonius quadruncus","St. Francis River Crayfish","","3","Threatened","Crustaceans"
"Bufo houstonensis","Houston toad","Wherever found","2","Endangered","Amphibians"
"Etheostoma susanae","Cumberland darter","Wherever found","4","Endangered","Fishes"
"Sorex ornatus relictus","Buena Vista Lake shrew","Wherever found","8","Endangered","Mammals"
"Poeciliopsis occidentalis","Gila topminnow (incl. Yaqui)","Wherever found","2","Endangered","Fishes"
"Eurycea nana","San Marcos salamander","Wherever found","2","Threatened","Amphibians"
"Etheostoma chermocki","Vermilion darter","Wherever found","4","Endangered","Fishes"
"Sceloporus arenicolus","Dunes sagebrush lizard","Wherever found","2","Endangered","Reptiles"
"Cicindela nevadica lincolniana","Salt Creek Tiger beetle","Wherever found","6","Endangered","Insects"
"Gallirallus owstoni","Guam rail","Rota","1","Experimental Population, Non-Essential","Birds"
"Juturnia kosteri","Koster's springsnail","Wherever found","2","Endangered","Snails"
"Thomomys mazama pugetensis","Olympia pocket gopher","Wherever found","1","Threatened","Mammals"
"Ovis canadensis nelsoni","peninsular bighorn sheep","Peninsular CA pop.","8","Endangered","Mammals"
"Rhynchopsitta pachyrhyncha","Thick-billed parrot","Wherever found","2","Endangered","Birds"
"Fusconaia mitchelli","false spike","Wherever found","2","Endangered","Clams"
"Hemistena lata","Cracking pearlymussel","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Anaxyrus californicus","Arroyo (=arroyo southwestern) toad","Wherever found","8","Endangered","Amphibians"
"Lampsilis bergmanni","Guadalupe Fatmucket","","2","Endangered","Clams"
"Euphydryas editha quino (=E. e. wrighti)","Quino checkerspot butterfly","Wherever found","8","Endangered","Insects"
"Alasmidonta raveneliana","Appalachian elktoe","Wherever found","4","Endangered","Clams"
"Urocyon littoralis catalinae","Santa Catalina Island Fox","Wherever found","8","Threatened","Mammals"
"Eurycea sosorum","Barton Springs salamander","Wherever found","2","Endangered","Amphibians"
"Cambarus cracens","Slenderclaw crayfish","Wherever found","4","Endangered","Crustaceans"
